Vehicle,Route,B,Day,Stop No,Main Location,Secondary Location,Postcode,Freq,Easting,Northing,Arrive,Depart,Stop Duration,Stop Time,Stop Time dec,ID
HMOB,H9,2nd,Tuesday,2,Godmanchester,McCartney House,PE29 2NJ,monthly,525194.09,270081.16,104000000,110500000,2500000,2500000,0.416667,182
HMOB,H9,2nd,Tuesday,3,Fen Drayton,"School, Cootes lane",CB24 4SL,monthly,533577.76,268450.31,113000000,120000000,3000000,3000000,0.5,183
HMOB,H9,2nd,Tuesday,4,Fen Drayton,War Memorial,CB24 4SF,monthly,534086.86,268153.5,121000000,124000000,3000000,3000000,0.5,184
HMOB,H9,2nd & 4th,Tuesday,5,Over,"The Green, Willingham Rd.",CB24 5PD,twice monthly,537801.81,270510.28,140000000,143000000,3000000,3000000,0.5,185
HMOB,H9,2nd & 4th,Tuesday,6,Over,"Elm Court, Drings Close.",CB24 5SB,twice monthly,537312,270420,144000000,153000000,5000000,5000000,0.833333,186
HMOB,H9,2nd & 4th,Tuesday,7,Over,Hilton Street,CB24 5PU,twice monthly,537582.8,270207.88,154000000,163000000,5000000,5000000,0.833333,187
HMOB,H10,2nd,Wednesday,1,Diddington,Manor Farm,PE19 5XU,monthly,519497.31,265579.77,100500000,102000000,1500000,1500000,0.25,188
HMOB,H10,2nd,Wednesday,2,Southoe,The Church,PE19 5YE,monthly,518315.2,264409.47,103500000,105500000,2000000,2000000,0.333333,189
HMOB,H10,2nd,Wednesday,3,Spaldwick,The Green - High St.,PE28 0TD,monthly,512927,272779,112000000,114000000,2000000,2000000,0.333333,190
HMOB,H10,2nd,Wednesday,4,Stow Longa,The Green,PE28 0TL,monthly,510845.45,270978.24,115500000,121500000,2000000,2000000,0.333333,191
HMOB,H10,2nd,Wednesday,5,Catworth,"Station Road, (bus shelter)",PE28 0PE,monthly,508749.4,273151.04,123000000,130000000,3000000,3000000,0.5,192
HMOB,H10,2nd,Wednesday,6,Covington,"Cross Street, (post box)",PE28 0RS,monthly,505522,270812,141500000,143000000,1500000,1500000,0.25,193
HMOB,H10,2nd & 4th,Wednesday,7,Kimbolton,Stow Road (Newtown),PE28 0HX,twice monthly,509804,268416,144500000,160000000,11500000,11500000,1.25,194
HMOB,H10,2nd & 4th,Wednesday,8,Kimbolton,Castle Gardens,PE28 0JF,twice monthly,509658.85,267965.24,161500000,165000000,3500000,3500000,0.583333,195
HMOB,H11,2nd,Thursday,1,Little Eversden,Harlton Road,CB23 1HB,monthly,537474.8,252706.43,102000000,103500000,1500000,1500000,0.25,196
HMOB,H11,2nd,Thursday,2,Little Eversden,Recreation Ground,CB23 1HE,monthly,536895.45,253191.15,104000000,110000000,2000000,2000000,0.333333,197
HMOB,H11,2nd,Thursday,3,Great Eversden,Old Post Office,CB23 1HN,monthly,536308.29,253562.21,110500000,112000000,1500000,1500000,0.25,198
HMOB,H11,2nd,Thursday,4,Kingston,Crossroads,CB23 2NP,monthly,534551.48,255145.91,113000000,114500000,1500000,1500000,0.25,199
HMOB,H11,2nd,Thursday,5,Caldecote Highfields,Nr 117 Highfields Road,CB23 7NX,monthly,535512.99,259145.97,115500000,123500000,4000000,4000000,0.666667,200
HMOB,H11,2nd,Thursday,6,Hilton,Village Hall car park.,PE28 9NA,monthly,529215.73,266180.59,140500000,142000000,1500000,1500000,0.25,201
HMOB,H11,2nd,Thursday,7,Elsworth,The Poacher,CB23 4JS,monthly,531539.79,263615.2,143500000,145500000,2000000,2000000,0.333333,202
HMOB,H11,2nd & 4th,Thursday,8,Fenstanton,"Headlands, Tythe Piece.",PE28 9LR,twice monthly,532174,268312,151500000,154500000,3000000,3000000,0.5,203
HMOB,H11,2nd & 4th,Thursday,9,Fenstanton,Chapel Green,PE28 9LQ,twice monthly,531810,268761,155000000,162000000,3000000,3000000,0.5,204
HMOB,H12,2nd,Friday,1,Hardwick,"School, Limes Road",CB23 7RE,monthly,537530.81,259263.72,104000000,115000000,11000000,11000000,1.16667,205
HMOB,H12,2nd,Friday,2,Dry Drayton,Pettitts Lane,CB23 8BT,monthly,538193,262505,122000000,125000000,3000000,3000000,0.5,206
HMOB,H12,2nd,Friday,3,Hardwick,St Neots Road layby [Tall trees],CB23 7QH,monthly,538151.71,259517.1,141500000,143000000,1500000,1500000,0.25,207
HMOB,H12,2nd,Friday,4,Hardwick,"Blue Lion, Main St.",CB23 7QU,monthly,537253,258513,144000000,145500000,1500000,1500000,0.25,208
HMOB,H12,2nd,Friday,5,Hardwick,"Nr School,  Limes Road",CB23 7QR,monthly,537461,259313,150500000,160000000,5500000,5500000,0.916667,209
HMOB,H15,3rd,Monday,1,Little Paxton,"Gordon Road, Lay by.",PE19 6NB,monthly,518947.23,262494.8,101000000,103000000,2000000,2000000,0.333333,210
HMOB,H15,3rd,Monday,2,Eynesbury,"Poppyfields, Buttercup Avenue.",PE19 2PF,monthly,518262,258391,105000000,112000000,3000000,3000000,0.5,211
HMOB,H15,3rd,Monday,3,Eynesbury,Howitts Gardens,PE19 2NW,monthly,518959.69,258804.55,113000000,114500000,1500000,1500000,0.25,212
HMOB,H15,3rd,Monday,4,Eynesbury,Caernarvon Road,PE19 2SW,monthly,518520,258571,115500000,121000000,1500000,1500000,0.25,213
HMOB,H15,3rd,Monday,5,Eynesbury,The Green,PE19 2ND,monthly,518550.19,259560.1,122000000,124000000,2000000,2000000,0.333333,214
HMOB,H15,3rd,Monday,6,Eaton Socon,"Church, School Lane.",PE19 3HN,monthly,517031.78,258807.62,140000000,144500000,4500000,4500000,0.75,215
HMOB,H15,3rd,Monday,7,Great Paxton,Towgood Way,PE19 6RR,monthly,521117.46,263873.38,151000000,154500000,3500000,3500000,0.583333,216
HMOB,H15,3rd,Monday,8,Offord Darcy,"Orchard Way, opp. Bramley Drive.",PE19 5RE,monthly,522029,266893,155500000,161500000,2000000,2000000,0.333333,217
